ID,Name,Overall Rating,No. of Ratings,Work Life Balance,Culture And Values,Senior Leadership,Compensation and Benefits,Career Opportunities,Sector,Industry Name,Website,Glassdoor
419382,Bolladay Decorators,4.0,1,4.0,0.0,4.0,4.0,3.0,Consumer Services,"Health, Beauty, & Fitness",www.bolladydecorators.com,https://www.glassdoor.com/Overview/Working-at-Bolladay Decorators-EI_IE419382.htm
422126,Boavista Business Solutions,4.0,1,0.0,0.0,0.0,0.0,0.0,Business Services,Advertising & Marketing,www.boavistasolutions.com,https://www.glassdoor.com/Overview/Working-at-Boavista Business Solutions-EI_IE422126.htm
472839,G7 Systems,3.0,1,3.0,0.0,3.0,3.0,3.0,Manufacturing,Consumer Products Manufacturing,www.g7systems.in,https://www.glassdoor.com/Overview/Working-at-G7 Systems-EI_IE472839.htm
468587,Owex Informatics,4.0,1,4.0,4.0,4.0,3.0,2.0,Information Technology,Computer Hardware & Software,www.owex.net,https://www.glassdoor.com/Overview/Working-at-Owex Informatics-EI_IE468587.htm
450174,Javeed,4.0,1,5.0,5.0,4.0,4.0,4.0,,,,https://www.glassdoor.com/Overview/Working-at-Javeed-EI_IE450174.htm
451373,Bijal,4.0,1,5.0,4.0,4.0,4.0,4.0,,,,https://www.glassdoor.com/Overview/Working-at-Bijal-EI_IE451373.htm
452117,Mostrid Software Solutions,3.0,1,3.0,0.0,3.0,3.0,3.0,Information Technology,Computer Hardware & Software,www.mostrid.com,https://www.glassdoor.com/Overview/Working-at-Mostrid Software Solutions-EI_IE452117.htm
459280,Elixir Human Capital Solutions,5.0,1,4.5,0.0,5.0,4.0,4.0,Business Services,Staffing & Outsourcing,www.elixircareers.com,https://www.glassdoor.com/Overview/Working-at-Elixir Human Capital Solutions-EI_IE459280.htm
456229,Bangalore Institute of Technology,3.0,1,3.0,0.0,3.0,3.0,3.0,Education,Colleges & Universities,www.bit-bangalore.org,https://www.glassdoor.com/Overview/Working-at-Bangalore Institute of Technology-EI_IE456229.htm
1169174,Cartoon Mango,4.0,1,3.0,4.0,3.0,3.0,4.0,,,www.cartoonmango.com,https://www.glassdoor.com/Overview/Working-at-Cartoon Mango-EI_IE1169174.htm
1169753,Appmaxter,5.0,1,3.0,5.0,5.0,5.0,4.0,,,www.appmaxter.com,https://www.glassdoor.com/Overview/Working-at-Appmaxter-EI_IE1169753.htm
1165253,Temple Tree,2.0,1,1.0,1.0,1.0,1.0,1.0,,,www.templetreehotel.com,https://www.glassdoor.com/Overview/Working-at-Temple Tree-EI_IE1165253.htm
1164577,First Ride,4.0,1,4.0,4.0,4.0,4.0,4.0,,,www.firstride.in,https://www.glassdoor.com/Overview/Working-at-First Ride-EI_IE1164577.htm
1152126,Sai Vigyan,1.0,1,1.0,0.0,1.0,1.0,1.0,,,www.saivigyan.in,https://www.glassdoor.com/Overview/Working-at-Sai Vigyan-EI_IE1152126.htm
1153631,Shaheen General Store,5.0,1,5.0,5.0,5.0,5.0,5.0,,,,https://www.glassdoor.com/Overview/Working-at-Shaheen General Store-EI_IE1153631.htm
1151061,Sri Sai Industries,4.0,1,4.0,5.0,4.0,5.0,3.0,,,www.srisaiindustries.com,https://www.glassdoor.com/Overview/Working-at-Sri Sai Industries-EI_IE1151061.htm
1150967,Makknow Industries,3.0,1,3.0,3.0,3.0,2.0,3.0,,,www.makknow.com,https://www.glassdoor.com/Overview/Working-at-Makknow Industries-EI_IE1150967.htm
1150938,AK Enterprises,3.0,1,3.0,3.0,3.0,3.0,3.0,,,,https://www.glassdoor.com/Overview/Working-at-AK Enterprises-EI_IE1150938.htm
1151602,Techno Tools Precision Engineering,5.0,1,5.0,5.0,4.0,0.0,0.0,,,,https://www.glassdoor.com/Overview/Working-at-Techno Tools Precision Engineering-EI_IE1151602.htm
1156624,Oops Labs,4.0,1,4.0,4.0,3.0,4.0,4.0,,,www.oopslabs.com,https://www.glassdoor.com/Overview/Working-at-Oops Labs-EI_IE1156624.htm
1157299,Invenzo Labs India,4.0,1,4.0,4.0,4.0,4.0,4.0,,,www.invenzolabs.com,https://www.glassdoor.com/Overview/Working-at-Invenzo Labs India-EI_IE1157299.htm
1185431,Cetas Healthcare,5.0,1,3.0,5.0,5.0,4.0,5.0,,,www.cetas-healthcare.com,https://www.glassdoor.com/Overview/Working-at-Cetas Healthcare-EI_IE1185431.htm
1182427,NicheSoft,4.0,1,3.0,5.0,5.0,3.0,5.0,,,www.nichesoft.net,https://www.glassdoor.com/Overview/Working-at-NicheSoft-EI_IE1182427.htm
1182960,Dealizen,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.dealizen.com,https://www.glassdoor.com/Overview/Working-at-Dealizen-EI_IE1182960.htm
1193565,Licious,5.0,1,1.0,5.0,5.0,5.0,5.0,,,www.licious.in,https://www.glassdoor.com/Overview/Working-at-Licious-EI_IE1193565.htm
1191371,Garg Webtech,2.0,1,3.0,1.0,1.0,2.0,2.0,,,www.gargwebtech.com,https://www.glassdoor.com/Overview/Working-at-Garg Webtech-EI_IE1191371.htm
1172557,Trishul Green Lights,1.0,1,1.0,1.0,1.0,1.0,1.0,,,www.trishulgreenlights.com,https://www.glassdoor.com/Overview/Working-at-Trishul Green Lights-EI_IE1172557.htm
1170477,Surana College,3.0,1,4.0,4.0,4.0,2.0,2.0,,,www.suranacollege.edu.in,https://www.glassdoor.com/Overview/Working-at-Surana College-EI_IE1170477.htm
1181349,Softserve Global,4.0,1,3.0,4.0,5.0,2.0,4.0,,,www.softserveglobal.com,https://www.glassdoor.com/Overview/Working-at-Softserve Global-EI_IE1181349.htm
1176628,Winvotech Technical Solutions,5.0,1,5.0,4.0,5.0,5.0,5.0,,,www.winvotech.com,https://www.glassdoor.com/Overview/Working-at-Winvotech Technical Solutions-EI_IE1176628.htm
1143006,Preksh Innovations,4.0,1,4.0,3.0,3.0,2.0,5.0,,,www.preksh.com,https://www.glassdoor.com/Overview/Working-at-Preksh Innovations-EI_IE1143006.htm
1143598,Nag Interiors,2.0,1,1.0,1.0,1.0,1.0,1.0,,,www.naginteriors.com,https://www.glassdoor.com/Overview/Working-at-Nag Interiors-EI_IE1143598.htm
1139945,Copyright Integrity International,3.0,1,4.0,3.0,3.0,4.0,3.0,,,www.copyrightintegrity.com,https://www.glassdoor.com/Overview/Working-at-Copyright Integrity International-EI_IE1139945.htm
1145184,LinkTag,4.0,1,4.0,4.0,4.0,3.0,4.0,,,www.linktag.in,https://www.glassdoor.com/Overview/Working-at-LinkTag-EI_IE1145184.htm
1149120,aarusys,5.0,1,3.0,4.0,5.0,4.0,5.0,,,www.aarusys.com,https://www.glassdoor.com/Overview/Working-at-aarusys-EI_IE1149120.htm
1147404,Arete Global,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.areteglobal.co.in,https://www.glassdoor.com/Overview/Working-at-Arete Global-EI_IE1147404.htm
1147996,Vcare (India),5.0,1,2.0,4.0,2.0,5.0,4.0,,,www.vcaretrichology.com,https://www.glassdoor.com/Overview/Working-at-Vcare (India)-EI_IE1147996.htm
1138716,Connecting Dots(India),5.0,1,3.0,4.0,5.0,4.0,3.0,,,www.cdotsys.com,https://www.glassdoor.com/Overview/Working-at-Connecting Dots(India)-EI_IE1138716.htm
1112942,Computer Gesteuerte Systeme,4.0,1,4.0,4.0,4.0,4.0,3.0,,,www.cgs-gruppe.de,https://www.glassdoor.com/Overview/Working-at-Computer Gesteuerte Systeme-EI_IE1112942.htm
1125375,ABVV automobiles,3.0,1,3.0,3.0,3.0,3.0,3.0,,,www.volvo-iledefrance.com,https://www.glassdoor.com/Overview/Working-at-ABVV automobiles-EI_IE1125375.htm
1124501,Srishti Life,4.0,1,4.0,4.0,4.0,2.0,4.0,,,www.byju.in,https://www.glassdoor.com/Overview/Working-at-Srishti Life-EI_IE1124501.htm
1105982,NextLink Solutions,1.0,1,2.0,1.0,1.0,2.0,1.0,Business Services,Consulting,www.next-link.ch,https://www.glassdoor.com/Overview/Working-at-NextLink Solutions-EI_IE1105982.htm
1106773,Ami Ganguli Consulting,2.0,1,4.0,5.0,0.0,5.0,1.0,,,www.ganguli.com,https://www.glassdoor.com/Overview/Working-at-Ami Ganguli Consulting-EI_IE1106773.htm
1108884,CUSSET,4.0,1,0.0,0.0,0.0,0.0,0.0,,,www.cussetinfotech.com,https://www.glassdoor.com/Overview/Working-at-CUSSET-EI_IE1108884.htm
1100985,Endure Software Solutions,4.0,1,0.0,0.0,0.0,0.0,0.0,,,www.enduresolutions.com,https://www.glassdoor.com/Overview/Working-at-Endure Software Solutions-EI_IE1100985.htm
1103172,WonderWorks Technologies,2.0,1,3.0,2.0,1.0,4.0,2.0,,,,https://www.glassdoor.com/Overview/Working-at-WonderWorks Technologies-EI_IE1103172.htm
1102776,Autopay Solutions,1.0,1,1.0,1.0,1.0,1.0,2.0,,,,https://www.glassdoor.com/Overview/Working-at-Autopay Solutions-EI_IE1102776.htm
1105362,Chumbak Design,5.0,1,0.0,0.0,0.0,0.0,0.0,Retail,Other Retail Stores,www.chumbak.com,https://www.glassdoor.com/Overview/Working-at-Chumbak Design-EI_IE1105362.htm
1104760,Almaa Siddha Care Multi Speciality Hospital,3.0,1,5.0,5.0,5.0,2.0,2.0,,,www.almaahospital.com,https://www.glassdoor.com/Overview/Working-at-Almaa Siddha Care Multi Speciality Hospital-EI_IE1104760.htm
1104418,Soorya Homes,5.0,1,4.0,5.0,5.0,4.0,4.0,,,www.sooryahomes.com,https://www.glassdoor.com/Overview/Working-at-Soorya Homes-EI_IE1104418.htm
1103970,ALTEM Technologies,1.0,1,1.0,1.0,1.0,1.0,1.0,,,www.altem.com,https://www.glassdoor.com/Overview/Working-at-ALTEM Technologies-EI_IE1103970.htm
1092579,MeTripping Technologies,5.0,1,4.0,5.0,5.0,4.0,5.0,,,www.metripping.com,https://www.glassdoor.com/Overview/Working-at-MeTripping Technologies-EI_IE1092579.htm
1094323,Uttara InfoSolutions,5.0,1,5.0,5.0,5.0,2.0,5.0,,,www.uttarainfo.com,https://www.glassdoor.com/Overview/Working-at-Uttara InfoSolutions-EI_IE1094323.htm
1098418,Aum Energry,3.0,1,3.0,2.0,3.0,2.0,3.0,,,www.micropower.in,https://www.glassdoor.com/Overview/Working-at-Aum Energry-EI_IE1098418.htm
1099644,Innoplix Software,4.0,1,3.0,5.0,4.0,1.0,5.0,,,www.innoplixsoftware.com,https://www.glassdoor.com/Overview/Working-at-Innoplix Software-EI_IE1099644.htm
1096272,International Resource House Technologies,3.0,1,1.0,1.0,1.0,1.0,1.0,,,www.irh.co.in,https://www.glassdoor.com/Overview/Working-at-International Resource House Technologies-EI_IE1096272.htm
1290473,Spyry Technologies,5.0,1,5.0,5.0,5.0,5.0,5.0,Information Technology,IT Services,www.spyrytech.com,https://www.glassdoor.com/Overview/Working-at-Spyry Technologies-EI_IE1290473.htm
1290256,5n Business Consultants,4.0,1,3.0,4.0,3.0,3.0,4.0,,,www.5nbusinessconsultants.com,https://www.glassdoor.com/Overview/Working-at-5n Business Consultants-EI_IE1290256.htm
1290909,Flaming Apple,2.0,1,1.0,1.0,1.0,1.0,1.0,,,,https://www.glassdoor.com/Overview/Working-at-Flaming Apple-EI_IE1290909.htm
1290918,Envision Integrated Services,5.0,1,4.0,5.0,5.0,5.0,5.0,,,www.envisionis.in,https://www.glassdoor.com/Overview/Working-at-Envision Integrated Services-EI_IE1290918.htm
1293182,Awnics Technologies,5.0,1,5.0,5.0,5.0,5.0,4.0,,,www.awnics.com,https://www.glassdoor.com/Overview/Working-at-Awnics Technologies-EI_IE1293182.htm
1294617,Stylemyfit Clothing,5.0,1,4.0,4.0,4.0,0.0,3.0,,,www.stylemyfit.com,https://www.glassdoor.com/Overview/Working-at-Stylemyfit Clothing-EI_IE1294617.htm
1294998,EnCloudEn,4.0,1,4.0,4.0,4.0,2.0,3.0,,,www.enclouden.com,https://www.glassdoor.com/Overview/Working-at-EnCloudEn-EI_IE1294998.htm
1281652,Softvent Services,3.0,1,2.0,3.0,2.0,2.0,3.0,,,www.softvent.com,https://www.glassdoor.com/Overview/Working-at-Softvent Services-EI_IE1281652.htm
1281542,Decidyn Systems,4.0,1,4.0,5.0,5.0,3.0,5.0,,,,https://www.glassdoor.com/Overview/Working-at-Decidyn Systems-EI_IE1281542.htm
1288806,Ideal Marcom Works,3.0,1,5.0,5.0,5.0,2.0,2.0,,,,https://www.glassdoor.com/Overview/Working-at-Ideal Marcom Works-EI_IE1288806.htm
1285840,Smart Commerce Solutions,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.smartcommercesolutions.in,https://www.glassdoor.com/Overview/Working-at-Smart Commerce Solutions-EI_IE1285840.htm
1274970,GK HR Consulting,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.gkhrconsulting.com,https://www.glassdoor.com/Overview/Working-at-GK HR Consulting-EI_IE1274970.htm
1274919,Vedant Tech Solutions,3.0,1,4.0,2.0,2.0,1.0,2.0,,,www.vedts.com,https://www.glassdoor.com/Overview/Working-at-Vedant Tech Solutions-EI_IE1274919.htm
1271725,The Organic World,4.0,1,4.0,5.0,5.0,2.0,3.0,,,www.organicworldretail.com,https://www.glassdoor.com/Overview/Working-at-The Organic World-EI_IE1271725.htm
1271417,Appobile Labs,4.0,1,4.0,2.0,4.0,3.0,5.0,,,www.appslab.in,https://www.glassdoor.com/Overview/Working-at-Appobile Labs-EI_IE1271417.htm
1269476,Aakruthi Group,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.aakruthigroup.com,https://www.glassdoor.com/Overview/Working-at-Aakruthi Group-EI_IE1269476.htm
1275495,NxtGen,4.0,1,3.0,4.0,4.0,3.0,4.0,Information Technology,IT Services,www.nxtgen.com,https://www.glassdoor.com/Overview/Working-at-NxtGen-EI_IE1275495.htm
1276022,Qualian Technologies,4.0,1,4.0,2.0,3.0,3.0,4.0,Information Technology,Enterprise Software & Network Solutions,www.qualiantech.com,https://www.glassdoor.com/Overview/Working-at-Qualian Technologies-EI_IE1276022.htm
1277785,CROPIN TECHNOLOGY SOLUTIONS,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.cropin.co.in,https://www.glassdoor.com/Overview/Working-at-CROPIN TECHNOLOGY SOLUTIONS-EI_IE1277785.htm
1277401,White Elephant Process Consulting,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.whelproc.com,https://www.glassdoor.com/Overview/Working-at-White Elephant Process Consulting-EI_IE1277401.htm
1198364,XiNiX,5.0,1,4.0,5.0,5.0,5.0,5.0,,,www.xinix.in,https://www.glassdoor.com/Overview/Working-at-XiNiX-EI_IE1198364.htm
1198459,Samvid Global Services,1.0,1,1.0,1.0,1.0,1.0,1.0,,,www.samvidglobal.com,https://www.glassdoor.com/Overview/Working-at-Samvid Global Services-EI_IE1198459.htm
1196947,Multiply Folks,4.0,1,4.0,4.0,4.0,3.0,3.0,,,www.multiplyfolks.com,https://www.glassdoor.com/Overview/Working-at-Multiply Folks-EI_IE1196947.htm
1196596,V-Align,4.0,1,4.0,4.0,4.0,4.0,5.0,,,www.v-align.in,https://www.glassdoor.com/Overview/Working-at-V-Align-EI_IE1196596.htm
1195243,Nineleaps Technology Solutions,4.0,1,3.0,5.0,4.0,3.0,4.0,Information Technology,IT Services,www.nineleaps.com,https://www.glassdoor.com/Overview/Working-at-Nineleaps Technology Solutions-EI_IE1195243.htm
1196311,Transvision (Bangalore),2.0,1,0.0,0.0,0.0,0.0,0.0,,,www.transvisionsolutions.com,https://www.glassdoor.com/Overview/Working-at-Transvision (Bangalore)-EI_IE1196311.htm
1202016,Grid Electric Infra,1.0,1,1.0,1.0,1.0,1.0,2.0,,,www.gridelectrix.com,https://www.glassdoor.com/Overview/Working-at-Grid Electric Infra-EI_IE1202016.htm
1202579,MyDBOPS,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.mydbops.com,https://www.glassdoor.com/Overview/Working-at-MyDBOPS-EI_IE1202579.htm
1265435,Eswari Elecrticals,4.0,1,3.0,5.0,2.0,4.0,4.0,,,www.eswari.in,https://www.glassdoor.com/Overview/Working-at-Eswari Elecrticals-EI_IE1265435.htm
1266806,"Dr. Naunihal S. Singh, MD",5.0,1,3.0,5.0,3.0,4.0,5.0,,,,"https://www.glassdoor.com/Overview/Working-at-Dr. Naunihal S. Singh, MD-EI_IE1266806.htm"
1268661,S. K Enterprises,3.0,1,5.0,5.0,5.0,2.0,2.0,,,skfabricationenterprises.tradeindia.com,https://www.glassdoor.com/Overview/Working-at-S. K Enterprises-EI_IE1268661.htm
1258092,BECHEM,5.0,1,4.0,4.0,5.0,5.0,5.0,,,www.bechem.de,https://www.glassdoor.com/Overview/Working-at-BECHEM-EI_IE1258092.htm
1262773,Cinebels,3.0,1,3.0,1.0,1.0,1.0,3.0,,,www.cinebels.com,https://www.glassdoor.com/Overview/Working-at-Cinebels-EI_IE1262773.htm
1315265,NEOAIRTECH,2.0,1,1.0,1.0,1.0,3.0,1.0,,,www.neoairtech.com,https://www.glassdoor.com/Overview/Working-at-NEOAIRTECH-EI_IE1315265.htm
1313241,Mast Innovative Products,4.0,1,3.0,4.0,3.0,5.0,4.0,,,www.mipl.net.in,https://www.glassdoor.com/Overview/Working-at-Mast Innovative Products-EI_IE1313241.htm
1309330,Appcon Solutions,5.0,1,5.0,4.0,5.0,4.0,5.0,,,www.appcon.in,https://www.glassdoor.com/Overview/Working-at-Appcon Solutions-EI_IE1309330.htm
1312192,Urbanmiles Logicom,3.0,1,2.0,3.0,4.0,2.0,3.0,,,,https://www.glassdoor.com/Overview/Working-at-Urbanmiles Logicom-EI_IE1312192.htm
1311079,ViCoast,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.vicoast.com,https://www.glassdoor.com/Overview/Working-at-ViCoast-EI_IE1311079.htm
1318239,GlobalWyatt,2.0,1,1.0,3.0,1.0,1.0,2.0,,,www.globalwyatt.com,https://www.glassdoor.com/Overview/Working-at-GlobalWyatt-EI_IE1318239.htm
1318266,Vantage Circle,5.0,1,5.0,5.0,5.0,5.0,5.0,Information Technology,Internet,www.vantagecircle.com,https://www.glassdoor.com/Overview/Working-at-Vantage Circle-EI_IE1318266.htm
1317648,JunoTele,3.0,1,3.0,3.0,3.0,2.0,4.0,,,www.junotele.com,https://www.glassdoor.com/Overview/Working-at-JunoTele-EI_IE1317648.htm
1319031,Futémind Technologies,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.futemind.com,https://www.glassdoor.com/Overview/Working-at-Futémind Technologies-EI_IE1319031.htm
1316480,Manpower Security Services,4.0,1,4.0,5.0,4.0,4.0,4.0,,,www.manpowersecurity.co.in,https://www.glassdoor.com/Overview/Working-at-Manpower Security Services-EI_IE1316480.htm
1296126,One Whistle,3.0,1,3.0,3.0,2.0,2.0,3.0,,,www.dowhistle.com,https://www.glassdoor.com/Overview/Working-at-One Whistle-EI_IE1296126.htm
1298391,Design Ventures Engineering Consultants,3.0,1,2.0,3.0,3.0,2.0,3.0,,,www.dvblr.com,https://www.glassdoor.com/Overview/Working-at-Design Ventures Engineering Consultants-EI_IE1298391.htm
1298751,Delivery Centric,5.0,1,5.0,5.0,3.0,3.0,3.0,,,www.deliverycentric.com,https://www.glassdoor.com/Overview/Working-at-Delivery Centric-EI_IE1298751.htm
1301309,Quanteza Capital Managers,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.qtzcapital.com,https://www.glassdoor.com/Overview/Working-at-Quanteza Capital Managers-EI_IE1301309.htm
1300413,Expertite,5.0,1,4.0,4.0,5.0,4.0,5.0,,,www.expertite.com,https://www.glassdoor.com/Overview/Working-at-Expertite-EI_IE1300413.htm
1331619,Mermaid Digital Printing,2.0,1,1.0,1.0,2.0,1.0,1.0,,,www.mermaiddigital.com,https://www.glassdoor.com/Overview/Working-at-Mermaid Digital Printing-EI_IE1331619.htm
1331706,InstaFinancials,5.0,1,5.0,5.0,5.0,3.0,5.0,Information Technology,Internet,www.instafinancials.com,https://www.glassdoor.com/Overview/Working-at-InstaFinancials-EI_IE1331706.htm
1330915,Acquisition Logistics Engineering,3.0,1,4.0,4.0,4.0,2.0,3.0,,,www.ale.com,https://www.glassdoor.com/Overview/Working-at-Acquisition Logistics Engineering-EI_IE1330915.htm
1336247,Synergy Strategic Solutions,1.0,1,3.0,1.0,1.0,1.0,2.0,,,www.synergysolutions.com.hk,https://www.glassdoor.com/Overview/Working-at-Synergy Strategic Solutions-EI_IE1336247.htm
1335449,Onjob,5.0,1,5.0,5.0,5.0,4.0,4.0,,,www.onjob.in,https://www.glassdoor.com/Overview/Working-at-Onjob-EI_IE1335449.htm
1335456,HostSoch,5.0,1,4.0,5.0,5.0,4.0,5.0,,,www.hostsoch.in,https://www.glassdoor.com/Overview/Working-at-HostSoch-EI_IE1335456.htm
1333414,Cuelearn,0.0,1,0.0,0.0,0.0,0.0,0.0,,,www.cuemath.com,https://www.glassdoor.com/Overview/Working-at-Cuelearn-EI_IE1333414.htm
1324546,Telesoft Labs,3.0,1,0.0,0.0,0.0,0.0,0.0,,,www.telesoftlabs.com,https://www.glassdoor.com/Overview/Working-at-Telesoft Labs-EI_IE1324546.htm
1324620,Voxel Info,3.0,1,3.0,4.0,3.0,3.0,3.0,,,www.voxelinfo.com,https://www.glassdoor.com/Overview/Working-at-Voxel Info-EI_IE1324620.htm
1325555,Manasta Solutions,4.0,1,3.0,3.0,3.0,2.0,4.0,,,www.manastasolutions.com,https://www.glassdoor.com/Overview/Working-at-Manasta Solutions-EI_IE1325555.htm
1323437,Kritiwitty Interactive Technologies,5.0,1,4.0,4.0,5.0,5.0,5.0,,,www.kritiwitty.co,https://www.glassdoor.com/Overview/Working-at-Kritiwitty Interactive Technologies-EI_IE1323437.htm
1326859,Emarket Web Technologies,3.0,1,2.0,2.0,3.0,2.0,3.0,Information Technology,IT Services,www.webbazaar.com,https://www.glassdoor.com/Overview/Working-at-Emarket Web Technologies-EI_IE1326859.htm
1326819,Educafé Student Solutions,4.0,1,4.0,4.0,4.0,3.0,4.0,,,www.educafe.com,https://www.glassdoor.com/Overview/Working-at-Educafé Student Solutions-EI_IE1326819.htm
1346355,Liga Edutech,4.0,1,4.0,4.0,3.0,3.0,5.0,,,www.liga.co.in,https://www.glassdoor.com/Overview/Working-at-Liga Edutech-EI_IE1346355.htm
1345358,Mysore Mercantile,3.0,1,4.0,3.0,4.0,3.0,3.0,,,www.mmclindia.co.in,https://www.glassdoor.com/Overview/Working-at-Mysore Mercantile-EI_IE1345358.htm
1345377,TAS Information Intelligence,4.0,1,2.0,5.0,4.0,2.0,4.0,,,www.textualanalytics.com,https://www.glassdoor.com/Overview/Working-at-TAS Information Intelligence-EI_IE1345377.htm
1348555,Techno Alliance,1.0,1,0.0,0.0,0.0,1.0,1.0,,,www.technoallianceindia.com,https://www.glassdoor.com/Overview/Working-at-Techno Alliance-EI_IE1348555.htm
1347711,Merry Go Learn,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.merrygolearn.com,https://www.glassdoor.com/Overview/Working-at-Merry Go Learn-EI_IE1347711.htm
1341967,Svib Software Technologies,4.0,1,4.0,4.0,3.0,5.0,5.0,,,www.svibtech.net,https://www.glassdoor.com/Overview/Working-at-Svib Software Technologies-EI_IE1341967.htm
1343810,Sanmoon Software Solutions,4.0,1,3.0,3.0,3.0,3.0,3.0,,,www.sanmoonsoftwaresolutions.com,https://www.glassdoor.com/Overview/Working-at-Sanmoon Software Solutions-EI_IE1343810.htm
